time,Worker: 1  Score,Worker: 2  Score,
0.581811918983863,0,0,
0.680498018183897,0,0,
1.4965410677361,1,0,
1.51924715779964,1,0.611228898740479,
2.81495353409441,1.57726497584462,0.631984943299096,
4.04627600489,1.28404859670634,1.83410989295504,
4.80702837660795,1.03816683523281,2.22391394189449,
5.26485196808447,1.03212661492423,2.22391394189449,
6.02091364856861,1.2862904122799,2.22391394189449,
6.03892360545558,1.31400368138113,2.22391394189449,
9.53332269723694,1.60340661579102,2.13838484520316,
9.68139338493668,1.70142198281806,1.85901101043079,
9.68605716224318,1.72128289874108,1.85901101043079,
10.0758736277139,1.72238008709407,1.85901101043079,
11.2323530034298,1.84918499323056,1.85901101043079,
11.4345819127764,2.27655154289962,1.85901101043079,
11.5993954928636,2.27655154289962,1.55055430763754,
11.6075262829763,2.27655154289962,1.5427315873475,
15.0301966157379,3.24535800812653,1.82911372594427,
15.3869544434365,3.24535800812653,1.83578547695466,
16.0288684603961,3.24535800812653,1.86277864481927,
16.0971273239303,3.24535800812653,1.94836873800805,
16.4716458323208,3.24535800812653,2.03036725168953,
17.0752897803341,3.24535800812653,2.10108164186648,
19.5872394190243,3.24535800812653,2.13971098057624,
21.2632201308688,3.24535800812653,2.50652642685667,
22.0543612818962,4.18281364162417,2.78188426494004,
23.2678059169561,4.18281364162417,2.93319787113099,
23.279328265873,4.18281364162417,3.19743782061871,
23.7214094245065,4.18281364162417,3.20030985993528,
23.9919543951789,4.18281364162417,3.32703145736122,
27.4854548163875,4.18281364162417,4.16097776193925,
28.4503988911803,4.18281364162417,4.33470210980771,
29.5200102672102,4.41199239748083,4.33470210980771,
29.5634866506052,4.41199239748083,4.6389516151817,
30.2464276662111,4.42441966259245,4.6389516151817,
30.5805411695247,4.4599950517813,4.6389516151817,
32.7095282358594,4.48774635765187,4.6389516151817,
34.0061593000492,4.71635077298699,4.6389516151817,
34.1036641412865,4.71635077298699,5.34619002497533,
34.3333721995892,4.89146360452593,5.34619002497533,
35.4205688771834,4.92564236125718,5.34619002497533,
36.2031840035861,5.23323773235274,5.66870622345343,
38.1216976067288,5.2568856414109,5.66870622345343,
39.6298670365386,5.59623980024083,5.66870622345343,
40.5212864410755,5.87800013995188,5.66870622345343,
40.8515603611552,5.87800013995188,6.14521114346181,
41.3298699356595,6.12089399575164,6.14521114346181,
42.0473752771221,6.22365167249929,6.14521114346181,
43.682575010205,6.22365167249929,6.46342586727336,
43.8124656249397,6.75019719586327,6.53336214555086,
44.0043246985131,6.75019719586327,6.53425918115385,
44.3116688203619,6.75019719586327,6.55372983323618,
44.4645645456993,6.75019719586327,6.59150496485086,
44.8505961955596,6.75019719586327,6.61354119767426,
45.3208140306107,6.75019719586327,6.73622536598455,
46.8422100061377,6.75019719586327,6.7601726207192,
46.9527366889856,7.44157438829541,6.7601726207192,
47.0620608235793,7.44157438829541,7.04656191236832,
49.5087486059926,7.94141595554508,7.30688011326262,
49.6847949735749,7.94141595554508,7.48631026682756,


